userID,status,commentBody,approveDate,recommendationCount,location,display_name,userComments,times_people,commentSequence,editorsSelection,ArticleRelevance,ConversationalRelevance,PersonalXP,Readability,Brevity,RecommendationScore
54521585,approved,"It\'s an important topic and a very difficult one to discuss frankly.  Instead of demonizing cops who let their biases affect their decision-making, we should accept that this tendency is all too human, and design police training and protocols with this in mind. That\'s not to say that cops who abuse their authority shouldn\'t be held accountable. But some of these situations that end in unnecessary deaths may be preventable with a combination of better training and better police-community relations. This goes beyond race, too. I wonder if some police get any training at all in how not to escalate a low-level encounter to a deadly one. Comey will probably get backlash for his statements, but it\'s gutsy for him to take on this topic.",1423765832,255,Philadelphia,Artemis Platz,api.nytimes.com/svc/community/v2/comments/user/id/54521585.xml,1,14118239,1,39.10044786,40.6704366,5.555555556,58.54214123,46.12676056,87.92001494
57802593,approved,"I am not really sure how people are so uninformed that the fact of our inherent tendency for bias is \""unsettling.\"" Bias is at the very core of our humanity and our conscious navigation of the world.<br/><br/>I applaud Mr. Comey for speaking out about how we have to account for these biases by procedure, training, and personal effort. I do object to the equating of racial bias with \""hate.\"" Prejudice and hate are not at all the same things, even in the case of negative prejudice.",1423764975,5,Florida,Jon,api.nytimes.com/svc/community/v2/comments/user/id/57802593.xml,1,14118274,0,19.24778494,10.82096754,28.83895131,43.0523918,30.28169014,25.53601794
20119230,approved,"It is absolutely refreshing to hear an intelligent, experienced adult say what has needed to be said: this is everyone\'s problem and we need input from all interested parties to work through this. Stop the blaming, stop the knee-jerk reactions. Right and wrong assumptions have been made by both sides. We need to acknowledge that cooperation is the only feasible and right way to proceed. Compromises need to be made and will be the key to a sustainable outcome. ",1423764986,170,Illinois,Jack,api.nytimes.com/svc/community/v2/comments/user/id/20119230.xml,1,14118286,1,21.53280224,13.00521974,9.053497942,49.65831435,28.16901408,81.48673523
50965470,approved,"Conversations are all well and good, but it seems that in this country when political leaders and others call for a conversation, this turns out to be in lieu of any actual solutions.  We were supposedly having a \""conversation\"" on torture, and mass surveillance and race on more than one occasion, as well as other assorted important issues.  But what is actually accomplished? Do things get better?  In this case, the drug laws and the for-profit prison system are going strong.  The police are ridiculously militarized - from the biggest cities to the tiniest burgs.  The police are often required to write tickets or haul in bodies to make quotas (something apparently not many of them enjoy doing)...lining the city\'s or town\'s bottom line in procuring fees for their budgets...another issue that creates animosity and distrust.  So, what exactly is a conversation going to do if the policies remain intact. Like so much this country does, once they begin a particular policy, no matter how counter-effective or foolish, the government and its appendages seem unable to really change direction and think of something new.  A tweak perhaps, a conversation, but no true rethinking, retooling or restructuring.  ",1423765012,6,New York,Kate Flannery,api.nytimes.com/svc/community/v2/comments/user/id/50965470.xml,1,14118303,0,27.02411741,26.15266091,1.824212272,86.1047836,70.42253521,28.42880834
19984165,approved,"The humanity, empathy, intelligence and common sense embodied within this speech makes it a landmark in race relations in our country. At least it has that potential. If people throughout our nation -- particularly law enforcement officials and community leaders -- give a thoughtful reading to this speech it could lead to transformative change.  Mr.Comey is providing the kind of leadership that has become a precious and rare thing in the United States. Bless him for doing so.",1423765032,11,Boston,Charles,api.nytimes.com/svc/community/v2/comments/user/id/19984165.xml,1,14118311,0,42.0857234,20.65712543,9.523809524,46.46924829,26.76056338,38.0460136
56035324,approved,"While expressing the need for closer community involvement, which we see happening in urban areas whose educational institutions educate police candidates, Mr. Comey by this account has not addressed the issues of police accountability or lack thereof for the consequences of their various \""instinctive reactions,\"" as well as the militarization of the police against those who exercise their right to protest and raise these issues.",1423765054,5,Woodstock,Blue Heron,api.nytimes.com/svc/community/v2/comments/user/id/56035324.xml,1,14118334,0,50.75919776,55.659188,5.641025641,49.65831435,22.53521127,25.53601794
7721102,approved,Careful about speaking the truth in public.....it isn\'t well-tolerated.,1423765061,3,NH,Don,api.nytimes.com/svc/community/v2/comments/user/id/7721102.xml,1,14118335,0,8.354005126,9.913703048,0,18.90660592,3.873239437,17.43104403
34333646,approved,These comments are encouraging to hear from the Director.  It is tragic that the President and Attorney General both of whom are black would be lambasted  by the media and the political classes for voicing the same obvious truths.,1423765085,49,"NY, NY",April,api.nytimes.com/svc/community/v2/comments/user/id/34333646.xml,1,14118366,0,25.32779942,14.85495622,0,30.523918,13.38028169,61.74925556
48147869,approved,"It  is a leap to conclude that pervasive unconscious racial biases prove that the police develop \""mental shortcuts\"".  Whether, and to what extent the police unlawfully discriminate is a concern of the first order.  Addressing the turmoil of Brown/Garner will not be effective if sloppy science is the best we can do.  Until the referenced data regarding police shootings is collected and until there are studies comparing police enforcement against whites and blacks, the FBI director ought not to speculate on what relevant research will show.  Is it too much to ask that we collect data directly related to the issue of police bias when the issue is a powder keg that consistently lies at or near the surface?  ",1423765113,2,Phoenix,michjas,api.nytimes.com/svc/community/v2/comments/user/id/48147869.xml,1,14118370,0,71.90030751,59.89578552,6.111111111,55.5808656,41.90140845,10.99776431
63490497,approved,"Availability heuristic ==&gt; Confirmation Bias ==&gt; Open hostility ==&gt; Action<br/>I think Director Comey\'s candor is impressive, but we all know where the problem really lies.  Do police forces HIRE people predisposed to racial animus, then train them to further refine it?  Are they aware of the chain of behavioral events listed above and then further exploit that chain?  I think they do, in some places.  Top managers in the Police Department believe that is what key segments of their communities want and expect.",1423765134,12,"Austin, TX",Brian P,api.nytimes.com/svc/community/v2/comments/user/id/63490497.xml,1,14118391,0,30.59111094,42.91154158,12.79069767,48.06378132,28.16901408,39.42657266
1927937,approved,"I believe that when Mr. Comey said the country has not had a healthy dialog on this issue, he was implicitly acknowledging the unhealthy one that has taken place.  Your comments have been stated often by others but don\'t address the issue that Mr. Comey was noting, which is that when a bias is present from start within the police officer events can spin out of control because he or she sees events from a false perspective.  ",1423765152,12,"Portland, OR",Padfoot,api.nytimes.com/svc/community/v2/comments/user/id/1927937.xml,1,14118397,0,59.95681594,39.98249193,4.700854701,48.06378132,27.11267606,39.42657266
66160987,approved,"This is refreshingly frank and articulate. The same prevailing attitudes extend beyond the men and women of law enforcement to the general public as well. George Zimmerman\'s encounter with Trayvon Martin, regardless of the unknowable truths, would most assuredly never have occurred if Trayvon were white, even if it were a white kid with a hoodie. Richard Sherman in last year\'s Super Bowl comes to mind as well.<br/>These cynical, and \'lazy mental shortcuts\' I even find myself fighting to resist. As a white teacher I find it in myself easier to empathize with the manifestations of angst in culturally \'white\' students than to those in young men of color, when ultimately, even in the most extreme cases, these behaviors are merely outwardly differing symptoms of the same types of pain, trauma, and tragedies endured in their private lives.",1423765175,15,Long Island,Dan Sullivan,api.nytimes.com/svc/community/v2/comments/user/id/66160987.xml,1,14118415,0,26.20801972,13.37551554,10.18518519,59.68109339,49.29577465,42.96706197
49212033,approved,"Mr. Comey\'s comments reveal his own \""mental shortcut\"" and the shortcut that underlies the thinking about who should be arrested in the first place: Blacks are perceived as inherently criminal, while whites merely engage in criminal behavior.  ",1423765187,9,New York,REASON,api.nytimes.com/svc/community/v2/comments/user/id/49212033.xml,1,14118444,0,29.27074822,31.6209016,0,39.17995444,13.02816901,34.86208806
68847402,approved,"\""He said that the police needed to have more interactions with those they are charged to protect. \'Itâ€™s hard to hate up close,\' he said.\""  I think its great Mr. Comey would like to have his FBI agents spend more time getting to know the communities where they disproportionately make arrests of blacks particularly for violent crimes.  Hold it, you say he didn\'t intend this to be for his organization but for metropolitan police?  Well, does he know how they can free up time to hang out with those communities with disproportionate arrest rates?  He should share.  After all, studies show that officers now start their workday with over 8 calls already on their CRT screen in the patrol car and they go from one family dispute because the 13-year old hit grandma to a neighbor noise complaint, to the next complaint, etc.  Now suburban police have the time to get to know folks, they average half as many calls per officer despite having far fewer officers.  I understand that Mr. Comey has actually never been on patrol or worked as a police officer but perhaps he could provide a little more clarity on what he suggests.  Otherwise its just rhetoric.",1423765224,3,Michigan,Robert,api.nytimes.com/svc/community/v2/comments/user/id/68847402.xml,1,14118454,0,72.07060708,56.63192874,5.392156863,74.03189066,71.12676056,17.43104403
67820750,approved,"I hope this speech, and (hopefully) more to come, stimulate an honest, frank, and sometimes painful discussion about minority interactions with police and about race in general.  I think Comey is definitely right, in that when all you deal with are crooks and low-lifes all day, its hard to remember that communities are filled with respectable people trying to make their way in life.  But the police don\'t normally deal with that demographic, b/c they\'re not causing problems.  NPR\'s \""This American Life\"" is doing a very interesting series called \""Cops see it differently.\""  Recommend listening to it.",1423765240,8,California,Jim R.,api.nytimes.com/svc/community/v2/comments/user/id/67820750.xml,1,14118467,0,51.43754396,45.14634617,7.189542484,51.25284738,35.56338028,32.99329294
50396067,approved,"To all those who are quick to point out it\'s \""the blacks\' fault for waiving guns around and resisting arrest\' - please enjoy the following example of a white, drunk, middle aged man exhibiting the type of behavior indicated, including wearing his pj bottoms in public as he waives around his AK-47, and grips his crotch belligerently at the police:<br/><br/><a href=\""http://www.mlive.com/news/kalamazoo/index.ssf/2014/06/dash_cam_footage_from_open_car.html\"" title=\""http://www.mlive.com/news/kalamazoo/index.ssf/2014/06/dash_cam_footage_from_open_car.html\"" target=\""_blank\"">http://www.mlive.com/news/kalamazoo/index.ssf/2014/06/dash_cam_footage_f...</a><br/><br/>Was he arrested?  No.<br/>Charged and given a ticket perhaps?  No.<br/><br/>Ask yourself if he was black how much weight he would have gained in downtown St. Louis or Cleveland doing the same things.  The weight gain would be from a sudden accumulation of lead in his body via police response.",1423765443,260,new york,jwp-nyc,api.nytimes.com/svc/community/v2/comments/user/id/50396067.xml,1,14118480,0,27.35839582,36.90422116,0,59.68109339,39.08450704,88.22811045
62013988,approved,It is indeed refreshing to hear frank comments in todays politically charged atmosphere. Its also refreshing to see NYT report this without trying to play up or dramatize an unusually honest frank conversation.,1423765252,12,"Austin, TX",Ragz,api.nytimes.com/svc/community/v2/comments/user/id/62013988.xml,1,14118483,0,11.36503389,19.65835632,0,35.07972665,11.26760563,39.42657266
13327168,approved,"If you compare the number of violent crimes in NYC to the number of black folks in NYC, it\'s clear that the criminals represent a really tiny fraction of the black folks in NYC.  The vast majority of black folks aren\'t violent and they don\'t deserve to be treated like they are or have it assumed that they are.",1423765265,109,Florida,Laura,api.nytimes.com/svc/community/v2/comments/user/id/13327168.xml,1,14118500,0,17.15102404,19.8208948,0,37.35763098,21.47887324,74.43489604
21417077,approved,"I\'m so grateful he\'s at the FBI and has his head screwed on straight.  He can be such a force for good and making people wake up and deal with the issue.  I have followed him through his earlier career and his remarks give me such a sense of hope that we can do better.  I lived through listening to my mother in Wisconsin when I was a kid talk about J. Edgar Hoover and Joe McCarthy and how destructive they both were our society.  Didn\'t quite understand it as a little kid.... as I was carted around the neighborhood by my mother getting signatures on a \""Joe Must Go\"" petition.  Important government  positions in this country are occasionally filled by people of his caliber.  I rejoice!",1423765288,13,"New York, NY",JRM,api.nytimes.com/svc/community/v2/comments/user/id/21417077.xml,1,14118518,0,11.23911666,11.6950551,36.66666667,58.54214123,45.42253521,40.69656388
20119230,approved,"This person tries valiantly to tie these statistics to the inference that Blacks and Hispanics are more criminally intent than others. This is the simplistic black and white assessment that glosses over a myriad of other factors that figure into these statistics. There is no reasonable person out there who does not say do not go after the criminals, whoever they are. This kind of attitude has no place in any kind of sober plan for society to proceed.<br/><br/>By the way, this is not the subject of any solution offered by James Comey. He states all factors need to be brought out to the light of day and investigated without prejudice.",1423765309,21,Illinois,Jack,api.nytimes.com/svc/community/v2/comments/user/id/20119230.xml,1,14118539,0,19.97506899,21.87862844,0,55.5808656,39.08450704,48.30567181
13327168,approved,"This sounds right to me. I was in Memphis when the OJ trial happened.  More than one white person told me that they were appalled at what they perceived to be the attitude from some black folks, that they were happy that the black guy got by with something, and had to deliberately think about their black friends to keep from sliding into racism.  If you don\'t have black friends, what do you do?  Of course, the same kind of thing could be true of black folks who don\'t have white friends and nothing to counter bad stereotypes they might be prone to as to how awful we are.",1423765331,5,Florida,Laura,api.nytimes.com/svc/community/v2/comments/user/id/13327168.xml,1,14118540,0,26.024414,34.93618859,23.12312312,49.65831435,38.73239437,25.53601794
37031852,approved,"Perhaps the police should arrest more white people for white collar crimes.  Let them profile whites in expensive cars for tax evasion and being able to afford illegal drugs.<br/><br/>Let the police police the police and be intolerant of the misuse of police authority, police violence, police corruption, the fabrication of evidence and statements.<br/><br/>That might even the scale of race a bit.  <br/><br/>Rich people do not rob a bank with a gun.  They use a pen.  Now why don\'t the police go after some of them.  Suite crime instead of street crime. ",1423765352,78,Williamsburg,Michael,api.nytimes.com/svc/community/v2/comments/user/id/37031852.xml,1,14118558,0,65.39087253,83.32367249,0,49.65831435,32.74647887,69.12537222
106834,approved,"Wow, talk about a self-fulfilling prophecy. Officers arrest more black men because they have arrested so many black men in the past? That is simply disgusting. If what Director Comey says is true, we need serious retraining of law enforcement officers throughout the nation. Imagine an admission that we arrest white people because we have arrested so many white people in the past. The American right-wing, that defended the Fergusson and other police murders would have gone ballistic. <br/><br/>Still, Director Comey\'s candor is a step forward. Two decades ago this pattern of prejudice would have been flatly denied or ignored. As every black citizen in the United States knows, what Comey says is true. Driving while black, walking while black, LIVING while black has become criminalized in America and we should all shout our lungs out to make sure that this changes. <br/><br/>Police reform is hard, but we should all start at home. With our kids. Kill prejudice before it gets ingrained in the minds of our children. ",1423765472,59,"San JosÃ©, CA",William O. Beeman,api.nytimes.com/svc/community/v2/comments/user/id/106834.xml,1,14118561,0,64.77792322,67.21079334,16.76190476,72.8929385,59.85915493,64.6959218
69492131,approved,"I suppose generations of oppression has nothing to do with it? I did smile at the irony that such comments would emerge from a place called \""White Plains\"" though.",1423765481,23,San Diego,Sammi,api.nytimes.com/svc/community/v2/comments/user/id/69492131.xml,1,14118601,0,9.085078399,13.37425475,25.28735632,28.01822323,9.85915493,49.74906825
70342528,approved,"By people of color, could you please just say black people?",1423765487,4,Boston,Anne,api.nytimes.com/svc/community/v2/comments/user/id/70342528.xml,0,14118608,0,20.89606882,34.33118144,0,14.80637813,3.521126761,21.99552863
42592541,approved,"Will Comey ever agree though to have an independent investigator examine the dozens and dozens of FBI shootings that have all been found---by the FBI, of course---to be acceptable uses of force?",1423765496,8,N. Hollywood,submax,api.nytimes.com/svc/community/v2/comments/user/id/42592541.xml,1,14118630,0,8.207534744,10.90058623,0,28.01822323,11.61971831,32.99329294
40672970,approved,"\""officers who work in neighborhoods where blacks commit crimes at higher rates develop a cynicism that shades their attitudes about race.\""<br/>When I was training to be an EMT, this was specifically addressed. It is called \""burn-out\"". It was also noted that to continue working in this environment with this condition was going to lead to mistakes and our instructors advised that a long break or moving into a new career would be a good option.<br/>I cannot imagine that police departments are not aware of this. ",1423765526,20,New York,Ian,api.nytimes.com/svc/community/v2/comments/user/id/40672970.xml,1,14118645,0,47.87874487,40.2662966,12.22222222,52.84738041,30.63380282,47.53154657
2020704,approved,You really didn\'t understand the article and seem far removed from these issues.  He\'s talking about the initial contact h occurs on the street.  If you knew people that got beat up by or were killed by police while incarcerated you\'d resist arrest also.,1423765537,10,NYC,New Yorker,api.nytimes.com/svc/community/v2/comments/user/id/2020704.xml,1,14118650,0,26.60218745,37.52403869,0,25.28473804,16.1971831,36.53378226
63543328,approved,"That\'s all very well, but not a word about accountability. There seems to be a powerful desire to deny that lack of accountability for police misdeeds is what caused the outrage in Ferguson. Cleveland and Staten Island. Nobody wants to talk about it for fear of being anti-cop. Apparently that includes Mr. Comey. So we\'ll sweep these events under the rug, and nothing will change.  ",1423765552,14,"Stevensville, MD",Forrest Chisman,api.nytimes.com/svc/community/v2/comments/user/id/63543328.xml,1,14118665,0,44.68940548,26.01768148,5.392156863,35.07972665,23.5915493,41.87239209
1191282,approved,"Comey may have been on target when he said, â€œItâ€™s hard to hate up close.\""  Police have not been \""up close\"" with the communities they serve since the disappearance of the beat cop.  There is an analogy with the COIN tactics promoted by General David Petraeus in Iraq and Afghanistan:  live with the indigenous population and thereby develop a strong rapport.  Standoff tactics, whether it be by patrolling with squad cars or MRAPS, do not foster \""up close\"" relationships.  On the other hand, it will be more than difficult to recruit cops to further risk their safety by walking beats in high-crime areas.",1423765583,12,"Cedarburg, Wisconsin",Lucious Nieman,api.nytimes.com/svc/community/v2/comments/user/id/1191282.xml,1,14118672,0,35.15701867,26.6279231,0,55.5808656,36.26760563,39.42657266
66745012,approved,"Mike,<br/>I appreciate your biased candor, but the crime statistics for Whites connected to serial killings, campus rape and cocaine use are higher than Blacks but police rarely use deadly force when dealing with dangerous Whites.  I am an educator who taught in Bedford-Stuyversant and several of my top students in top colleges across the country resided in the housing projects where Officer Liu killed an innocent man. Furthermore, that housing project has one the most organized tenant associations in the city who had already alerted The Housing Authority about the danger of \""poor lighting in the stairwells and criminals who do not reside there using them to commit criminal acts.\"" The fact that you reside outside New York is evident in the fact that you advocate and support police misconduct against innocent people simply because they are not the same hue as you.",1423765623,52,New York,Ann,api.nytimes.com/svc/community/v2/comments/user/id/66745012.xml,1,14118682,0,32.75306438,42.8088379,7.534246575,72.8929385,50.70422535,62.69209251
66102590,approved,"I\'m frankly surprised that someone in authority has now said what many have believed for a very long time.  I would find it difficult for much of Black America not to have come to the same conclusion.  However; I do believe policing has to be more about community, we do not know our police forces today, black or white.  If we knew the police that are there to protect us and they knew us.. I feel sure we and they would be much more willing to work with one another. ",1423765639,13,Washington State,Terryshilo,api.nytimes.com/svc/community/v2/comments/user/id/66102590.xml,1,14118685,0,68.41178866,83.325725,40.29304029,35.07972665,31.69014085,40.69656388
25864649,approved,"Are policemen so quick to arrest or shoot because so many people have guns and they are afraid they\'ll get shot?  If so, would policemen be less inclined to shoot if there were fewer guns available, instead of more, like the NRA suggests there be?  Also, are the police aware that more white people have guns than black people do?",1423765652,58,"Westfield, N.J.",SNA,api.nytimes.com/svc/community/v2/comments/user/id/25864649.xml,1,14118698,0,31.9943645,39.71810194,0,43.0523918,21.12676056,64.42469434
66558133,approved,"Now if we can only get our politicians, of both parties, and our news distributors, of both leanings, to be as honest as this, we might start making some progress.  ",1423765669,14,orygun,djohnwick,api.nytimes.com/svc/community/v2/comments/user/id/66558133.xml,1,14118710,0,6.984400637,7.369256689,48.88888889,30.523918,10.21126761,41.87239209
40118532,approved,"Whether or not American society can have a full \""national conversation about race,\"" we need to have a basis for a dialogue. I applaud Director Comey for joining the Attorney General and others for verbalizing that those at the top should acknowledge what so many live with. Without honest words, the prospect for mutual respect between law enforcement and citizens diminishes. ",1423765682,117,NY,NM,api.nytimes.com/svc/community/v2/comments/user/id/40118532.xml,1,14118712,1,49.56851955,22.40364204,12.02185792,39.17995444,21.12676056,75.55865194
46805895,approved,"All of us need to have more understanding not just the police.  Reading some of the comments, I fear we have a long way to go.  ",1423765691,13,New York City,isabel,api.nytimes.com/svc/community/v2/comments/user/id/46805895.xml,1,14118716,0,41.33499203,59.36339702,42.30769231,28.01822323,8.802816901,40.69656388
16381601,approved,"So, that advice should be amended to \""don\'t resist arrest and don\'t live in a bad neighbourhood\"". Well, that\'s helpful.",1423765702,13,San Diego,Catherine,api.nytimes.com/svc/community/v2/comments/user/id/16381601.xml,1,14118729,0,5.572411328,15.35269092,0,18.90660592,7.746478873,40.69656388
61178044,approved,"You are part of the problem. You\'re glossing over details. Minorities have a lower margin of error when it comes to the criminal justice system. The solutions are not so simple as \'don\'t wave a gun\' and \'don\'t resist arrest\'. When you are a minority, you are a target. This is true even if you are affluent and do not have a single criminal record. Another fact that\'s overlooked is that blacks use the same or less drugs than whites according to research. It\'s all a matter of perception. Once perception changes, then attitudes can change on both sides of the aisle. ",1423765724,20,New Jersey,numb9rs,api.nytimes.com/svc/community/v2/comments/user/id/61178044.xml,1,14118730,0,16.16530311,30.61484886,0,51.25284738,37.32394366,47.53154657
62569741,approved,"Seems to make sense, familiarity breeds cynicism.  That is how the human brain is hard wired. Had it not been so our cave ancestors would not have survived.  Thank goodness they did or we would not be here today.   After you meet the same predator a few times, you wise up and act before your thinking process catches up.  I don\'t believe social workers were active in the \'cave\'.",1423765801,4,New Jersey,Coolhunter,api.nytimes.com/svc/community/v2/comments/user/id/62569741.xml,1,14118736,0,8.36334118,6.758168872,15.49295775,44.87471526,24.29577465,21.99552863
46825184,approved,"We trap black people in slums, not letting them fully integrate in our society.  Change will come slowly, of ever.   I saw the bitterness 60 years ago.   One person cannot change hidden racial attitudes.  It is like a ringworm.  The ugly scales spread wider and wider with time.",1423765814,15,"Lowell, Ma",bnc,api.nytimes.com/svc/community/v2/comments/user/id/46825184.xml,1,14118746,0,11.98839061,17.27692727,22.91666667,35.07972665,16.54929577,42.96706197
59204299,approved,"\""develop a cynicism that shades their attitudes about race\""<br/><br/>Oh. You mean BECOME RACIST? If they aren\'t already?<br/><br/>Jesus, at this late date we\'re going to tiptoe around and avoid calling the problem what it is so that we can deal with it. UNBELIEVABLE. This is in no way acceptable either from the cops or from the FBI.",1423768305,3,iowa,"Away, away!",api.nytimes.com/svc/community/v2/comments/user/id/59204299.xml,1,14118762,0,18.16629227,21.22429727,11.45833333,33.02961276,20.77464789,17.43104403
