userID,status,commentBody,approveDate,recommendationCount,location,display_name,userComments,times_people,commentSequence,editorsSelection,ArticleRelevance,ConversationalRelevance,PersonalXP,Readability,Brevity,RecommendationScore,latitude,longitude,AVGPersonalXP,AVGReadability,AVGBrevity,AVGRecommendationScore,AVGPicks,AVGcommentspermonth
40659170,approved,"Tibetan prayer flags are shown hanging all over the office, in the photo of the Yik Yak founders that accompanies this article. These are symbolic representations of the teachings of Tibetan Buddhism, teachings of wisdom and compassion. Greed, anger, and delusion, the very antithesis of the teachings, seem to be playing a significantly more prominent role at Yik Yak. Perhaps the flags should come down, and dollar bills should go up?",1425835040,483,NYC,Footprint,api.nytimes.com/svc/community/v2/comments/user/id/40659170.xml,1,14351529,0,0.401285884,0.249420239,0,22.2,71,6.180016654,40.730599,-73.986581,0.042588146,16.10148515,51.3960396,13.27227723,0.014851485,2.58974359
51497270,approved,"Yik Yak is only a format for words.  Ultimately, the only thing that gives power to these words is that people read them, acknowledge them, and write articles or responses about them, as I have just done.  If Yik Yak and its content were ignored by all, they would be shown to be what they are, meaningless.  At this point in its evolution, Yik Yak is a meaningless tool with a limited vision and short-term future. Let\'s hope that the young creators and their financiers have a bit more to them intellectually, creatively and compassionately so they can redirect Yik Yak into something that helps the environment, the community or someone other than themselves.",1425835070,265,"Berkeley, CA",Wendy,api.nytimes.com/svc/community/v2/comments/user/id/51497270.xml,1,14351533,1,0.669480435,0.472023703,0.00862069,27.5,116,5.579729826,37.870839,-122.272864,0.008959157,20.3,73.66666667,89.33333333,0.333333333,0.083333333
65109524,approved,"If you\'re going to be a hater, then put on your big-boy (or big-girl) pants and don\'t be anonymous about it. ",1425835076,348,CO,Louis,api.nytimes.com/svc/community/v2/comments/user/id/65109524.xml,1,14351550,0,0.038081007,0.025557744,0,10.1,25,5.85220248,2.893078,-73.784507,0.022635789,15.25441176,42.26470588,13.39705882,0,1.789473684
515376,approved,"isn\'t maturity the state in which you have completely internalized the social norms of behavior that define an identity? then clearly anonymity will privilege those who have not internalized the social norms of behavior. <br/><br/>that said, isn\'t it a little silly to allow those with incompletely formed norms of behavior to vote on whether their anonymous speech will be permitted?<br/><br/>it\'s not just among the posters, but among the administrators of the institution of character formation that we can ask: who is the adult here? where are the adults here? is this just another example of a venture funded corporate profit mechanism polluting the commons of free speech? why is it left to the police, in the extraordinary cases, to clean up the mess? ",1425835108,28,sebastopol,drollere,api.nytimes.com/svc/community/v2/comments/user/id/515376.xml,1,14351563,0,0.047621709,0.04807822,0.007633588,25.6,127,3.33220451,44.606115,33.522478,0.014868833,28.15109344,129.0079523,10.07554672,0.02584493,5.848837209
40659170,approved,"Oops. Apologies.<br/>I just conflated the founders of Yik Yak with the users, when I suggested that greed, anger, and delusion are playing a prominent role at Yik Yak.<br/>Greed, and delusion -- yes, probably. So paying homage to the dollar bill does make sense. These founders would do well to learn from Matt Ivester.<br/>But anger (and hatred) are more appropriately ascribed to a significant portion of Yik Yak\'s users.",1425835123,15,NYC,Footprint,api.nytimes.com/svc/community/v2/comments/user/id/40659170.xml,1,14351565,0,0.549627504,0.551666683,0.027027027,19.9,71,2.708050201,40.730599,-73.986581,0.042588146,16.10148515,51.3960396,13.27227723,0.014851485,2.58974359
5057483,approved,Perhaps colleges and universities need to include a social aptitude and responsibility test along with the SAT?,1425835128,122,"Hilversum, The Netherlands",alanws,api.nytimes.com/svc/community/v2/comments/user/id/5057483.xml,1,14351569,0,0.058431492,0.038736308,0,14.1,17,4.804021045,52.231587,5.173494,0.01818821,13.36153846,27.61538462,12.07692308,0,0.25
35186053,approved,"\""In November, Yik Yak closed a $62 million round of financing led by one of Silicon Valley’s biggest venture capital firms, Sequoia Capital, valuing the company at hundreds of millions of dollars.\""<br/><br/>Just one more example of the type of unregulated and wholly unjustified speculative behavior without any redeeming social qualities whatsoever that, soon enough, is going to bring the roof down on all of our heads. ",1425835134,308,"Dallas, TX",A. Stanton,api.nytimes.com/svc/community/v2/comments/user/id/35186053.xml,1,14351577,0,0.302029129,0.270762028,0.014492754,20.7,67,5.730099783,32.776196,-96.796899,0.030455802,16.26748191,49.76391315,10.77214874,0.018717245,7.285454545
59709995,approved,"This sounds like the exact same thing as the covert whispers that have existed in school yards, hallways and the back row of desks since the beginning of youth education. It is just that now the whispers are hypersonic and have transitory permanence.<br/><br/>I say transitory permanence for if ignored for an hour our two a vicious post will become an archeological relic, completely covered over by the flowing mulch.<br/><br/>I suggest we all learn to ignore this verbal manure just as we have learned to ignore the protruding elbows of others in crowds.  ",1425835583,35,"Bandon, Oregon",Michael O\'Neill,api.nytimes.com/svc/community/v2/comments/user/id/59709995.xml,1,14351580,0,0.028163226,0.014390505,0.051020408,22.9,94,3.555348061,43.118912,-124.408322,0.025466207,26.54346429,132.5213739,15.15814183,0.02989869,149.8888889
33968384,approved,"First amendment rights are critical, however, you cannot have rights of any kind without accountability.  That\'s why we have a free press, to hold people in power accountable (we can argue about that at a different time).  Without accountability, the people being posted about have no rights.  Far too often, now, we are asking people to police each other; it is not working and has not been proven to work with social media any meaningful or measurable way. ",1425835597,78,Virginia,Lissa,api.nytimes.com/svc/community/v2/comments/user/id/33968384.xml,1,14351585,0,0.046771171,0.02966876,0.037974684,19.9,79,4.356708827,37.123224,-78.492772,0.041998822,21.46692913,87.05511811,30.98425197,0.039370079,1.607594937
13494028,approved,"Yik Yak should solicit donations against cyberbullying and hate speech. Certified donors can flag posts that qualify as cyberbullying or hate speech.<br/>The amount gathered from donations should be turned over to police to fund a special unit that examines the flagged posts, identify the suspects, gather evidence, and turn over the material to the district attorney. This is truly self-policing because it is the Yik Yak community that cleanses itself.",1425835612,44,Diamond Bar,Bill de Lara,api.nytimes.com/svc/community/v2/comments/user/id/13494028.xml,1,14351591,0,0.451079542,0.432482522,0,22.2,72,3.784189634,34.028623,-117.810337,0.025926166,28.03965517,125.3965517,6.172413793,0,0.90625
60641651,approved,"I\'m in my late forties. I\'ve spent most of my adult life working in the field of higher education. This article depresses me. I know that people are flawed and fallible, me included. I also know that times and tools change. I am fortunate enough to have worked with many, many wonderful young people. All that said, I\'m sickened by so much of what the internet enables and encourages us to reveal about ourselves. All of the casual and constant contempt wears on the spirit. Maybe it\'s just me. Maybe I would have used Yik Yak had it been available to me in my school days. Maybe I would have experimented with heroin if it had been legal. A good book and some Van Morrison sound really good right about now, so I\'m doing all I can think to do before I log off: I (anonymously) wish one and all only the very, very best of everything. May you be richly and amply blessed. ",1425835653,587,Merced,Bloody Tongue,api.nytimes.com/svc/community/v2/comments/user/id/60641651.xml,1,14351593,1,0.232349701,0.228092714,0.118343195,26.9,169,6.37502482,37.302957,-120.484327,0.056426314,21.25,93.5,149.5,0.25,4
32329257,approved,I am a High School teacher.  This artiicle is SO right.  I see it every day.  Every day.,1425836366,52,"Houston, TX",Matthew Carter,api.nytimes.com/svc/community/v2/comments/user/id/32329257.xml,1,14351595,0,0.018425829,0.021372607,0.111111111,12.9,18,3.951243719,29.951919,-95.540914,0.040482319,13.65714286,30.28571429,12.71428571,0,0.092105263
16739505,approved,"It\'s not Yik Yak, it\'s immature, unevolved, thoughtless, self-centered, racist, sexist, frightened children who think they are adults because they are living away from home. Yik yak is simply a tool that allows for anonymous communication; not unlike a toilet stall. The nature of the communication reflects the minds of the posters. This is no different than the problem of sexual assault and substance abuse on college campuses. It comes down to character, integrity, values and maturity. And quite dangerously, these issues don\'t disappear when these same people move on into the worlds of commerce, finance, law, medicine, politics, the military, advertising and even academia.The problem is very real, frighteningly widespread and it\'s not going away any time soon.",1425837676,15,"Portland, Oregon",Paying Attention,api.nytimes.com/svc/community/v2/comments/user/id/16739505.xml,1,14351598,0,0.456558918,0.449333611,0,28.6,125,2.708050201,45.520247,-122.674195,0.021365106,24.32432432,99.89189189,9.364864865,0,4.111111111
50864633,approved,"Wow--a couple of frat boys from South Carolina are surprised that their anonymous gossip app enables racist, homophobic, and sexist comments?  Give me a break--that was probably in their business plan.  The real villains, though, are the \""grownup\"" venture capitalists who decided it would be a good idea to fund this enterprise.  Hasn\'t the internet been around long enough by now for us to realize that nothing particularly good comes from giving people an anonymous platform to say whatever they feel like?<br/><br/>(I do note the irony that I\'m saying this in any anonymous forum--but at least this one is moderated!) ",1425837694,211,Chicago,David,api.nytimes.com/svc/community/v2/comments/user/id/50864633.xml,1,14351600,0,0.116907177,0.139464444,0.037037037,25,106,5.351858133,41.875555,-87.624421,0.022950983,29.88021978,152.021978,21.36263736,0.021978022,2.333333333
69500661,approved,Schools are big business for Google and Apple. Removing Yik Yak from their app stores would serve their best customers - kids - quite well. ,1425837700,4,"Charleston, SC",Cooper,api.nytimes.com/svc/community/v2/comments/user/id/69500661.xml,1,14351606,0,0.585069811,0.52068127,0,11.6,23,1.386294361,32.787601,-79.940273,0.025757576,9.827272727,22.63636364,2.272727273,0,2.75
62222075,approved,"After reading this article and the examples of this app\'s posts, my only word for Yik Yak and its users and abusers is a big \""Yuck!\""",1425837706,5,Paris,Susan,api.nytimes.com/svc/community/v2/comments/user/id/62222075.xml,1,14351607,0,0.585777734,0.549454793,0.037037037,12.9,27,1.609437912,48.856506,2.352133,0.02971379,18.75,61.95991561,29.26582278,0.056962025,31.6
66019185,approved,"   Oh how I pine for yesteryear, before political correctness, when there was real free speech in America. One could deride others for their politics, religion, race, sexual orientation or whatever else was on their mind. Of course, those comments would most likely to re reciprocated with a vengeance by the aggrieved party. However, there is something very cathartic that takes place when the vitriol boils up and out of ones mouth. Everyone then knows where everyone else truly stands on issues<br/>   Real change took place back then because real feelings were exposed. Now any crude, rude, racists, sexist, misogynistic comments have to be suppressed or routed through a platform like Yik Yak and the perps never suffer the angst of knowing that the aggrieved parties will \""right the score.\"" I sense all this repressed anger and disagreement about the social consequences of \""protecting\"" those of alternative persuasions is about to erupt in full rebellion by the \""Silent Majority.\"" Change can be legislated but real change only occurs when it takes  place in a persons heart. ",1425837740,2,Oregon,Dean,api.nytimes.com/svc/community/v2/comments/user/id/66019185.xml,1,14351608,0,0.184703021,0.205950418,0.011363636,35.3,175,0.693147181,43.97928,-120.737257,0.022664886,23.172,85.56,7.2,0,1.315789474
50502020,approved,"When I read that college students are sending hostile sexist messages about their teachers instead of learning from them, I wonder why they--and their parents--are wasting their money on tuition.",1425837752,54,North Carolina,J.O\'Kelly,api.nytimes.com/svc/community/v2/comments/user/id/50502020.xml,1,14351610,0,0.048609743,0.070527991,0.09375,14.1,32,3.988984047,35.672964,-79.039292,0.026970173,18.01333333,58.25925926,17.28148148,0.025925926,3.253012048
53381410,approved,Yuck!,1425837892,1,Americas,World Citizen,api.nytimes.com/svc/community/v2/comments/user/id/53381410.xml,1,14351615,0,0,0.032855588,0,1.8,1,0,-9.525808,-77.525204,0.015723613,23.34859813,95.75700935,20.26168224,0.018691589,1.35443038
38831445,approved,"So much for making strides against racism, sexism, bullying and body shaming. This is an app for cowards. More appropriate name would be Yak Dung.",1425837901,17,"Las Vegas, NV",A. L. Cercone,api.nytimes.com/svc/community/v2/comments/user/id/38831445.xml,1,14351618,0,0.413899679,0.379576387,0,12.9,25,2.833213344,36.166286,-115.149225,0.020061728,15.65,42.5,11.75,0,0.666666667
29168611,approved,"To quote a line from the movie \""Bandits\"",\"" in the history of bad ideas, this one is a hum dinger\"".",1425838046,5,Alaska,FS,api.nytimes.com/svc/community/v2/comments/user/id/29168611.xml,1,14351632,0,0.001768896,0.002733905,0,11.6,20,1.609437912,64.445961,-149.680909,0.025277787,15.42666667,40.83333333,17.76666667,0,0.37037037
19815576,approved,"The First Amendment comes back to bite us. And defamation, slander, character assassination laws are apparently now irrelevant. Only lawsuits and harsh - very harsh legislation will cure this ill. ",1425838046,7,"Ames, Iowa",Dr. Politics,api.nytimes.com/svc/community/v2/comments/user/id/19815576.xml,1,14351634,0,0.020692565,0.015206063,0.034482759,16.3,29,1.945910149,42.034692,-93.620151,0.023797474,22.27448276,90.26206897,20.26896552,0.062068966,1.705882353
55214517,approved,I don\'t see what the problem is. Using Yik Yak is voluntary. You find stuff on it offensive? Then don\'t use it. ,1425838046,7,"Albuquerque, NM",Dave,api.nytimes.com/svc/community/v2/comments/user/id/55214517.xml,1,14351636,0,0.577353742,0.54931369,0.041666667,12.9,24,1.945910149,35.084103,-106.650985,0.018044536,20.4484263,74.20380181,3.724213151,0.015269554,48.62121212
67230137,approved,"If this stuff went on in a business setting it would get addressed and shut down pronto. <br/><br/>College seems like a great place for the immature in our society. Let them ride the lazy rivers, enjoy the campus dining halls and lounges, incur huge amounts of debt and generally destroy each other while mature people, go to work and you know, accomplish tangible things that benefit society. ",1425838046,5,Scaliaville,Anonie,api.nytimes.com/svc/community/v2/comments/user/id/67230137.xml,1,14351650,0,0.032312664,0.048391268,0.014492754,21.5,67,1.609437912,NA,NA,0.01532577,14.19906542,33.10280374,11.6728972,0.009345794,4.458333333
63142062,approved,"In the 1990s a number of newspapers instituted something called \""Sound Off,\"" basically a telephone recording machine in the office on which local readers could leave anonymous messages that would be printed in the newspaper. The idea was to engage the community in conversations about everything from the latest city council vote to recipe sharing. It quickly became a venue for vicious attacks on other people, local police officers, and one\'s neighbors. Most newspapers abandoned the effort. In the digital age another Sound Off- like anonymous commenting system on newspaper web sites ended up the same way and was discontinued. Humans don\'t seem to be able to resist the negative. Maybe our schools should think about spending more time teaching ethics and instilling personal responsibility.",1425838046,14,California,NYC native,api.nytimes.com/svc/community/v2/comments/user/id/63142062.xml,1,14351657,0,0.065718312,0.085364796,0.015748031,30.8,127,2.63905733,36.701463,-118.755997,0.024435935,20.56,75.66666667,9.733333333,0.033333333,1.153846154
2555518,approved,"Reading articles like this makes me think social media are among the worst things ever to have been \""developed.\""  Whether it\'s ISIS using twitter and FB to recruit killers or frat boys using YY to spew hate and misogyny.  Sure, one could always do these things in the era of print, but now the vehicles for hate are much more sophisticated and sinister.",1425838046,26,Canada,Robert,api.nytimes.com/svc/community/v2/comments/user/id/2555518.xml,1,14351658,0,0.026319261,0.045951159,0.015625,20.7,64,3.258096538,61.066692,-107.991707,0.027374276,23.17878788,87.21212121,31.54545455,0.151515152,0.402439024
55776929,approved,"Anonymity on the internet gives a license to address abuse and broadcast abuse. While those trapped under oppressive regimes need anonymity to protect their protests, the same tools are being used to spread hate without restraint. Lacking intelligent filters to block hateful commentary I would argue that this \""product\"" does very little to benefit humanity, but apparently one of the largest VC firms, Sequoia Capital, is so lacking it needs to invest in this \""technology\"" rather than addressing real problems facing the Planet. ",1425838054,223,Seattle,Stephan,api.nytimes.com/svc/community/v2/comments/user/id/55776929.xml,1,14351666,1,0.065010467,0.137938046,0.012048193,25.6,83,5.407171771,47.603832,-122.330062,0.028550554,20.63397683,78.11969112,17.44015444,0.030888031,3.2375
57799652,approved,"The real problem is secondary. <br/><br/>It\'s not just the original offensiveness, but the response to this, the turning away from human interaction, defensive anonymity, and increased and more wide spread alienation which is the real problem. ",1425838552,141,left coast,jan,api.nytimes.com/svc/community/v2/comments/user/id/57799652.xml,1,14351684,1,0.051872682,0.125016239,0,19,37,4.94875989,38.2922,-122.462726,0.02221094,20.77398721,74.07462687,13.92537313,0.036247335,6.513888889
17954368,approved,"Another reason to stay off social media!  Ugh.  All those kids should be home reading.  And ye who have been written about:  ignore it.  Go retro:  drink a malted and calm down.<br/><a href=\""http://www.thecriticalmom.blogspot.com\"" title=\""http://www.thecriticalmom.blogspot.com\"" target=\""_blank\"">http://www.thecriticalmom.blogspot.com</a>",1425838046,2,NYC and Germany,Melpub,api.nytimes.com/svc/community/v2/comments/user/id/17954368.xml,1,14351692,0,0.017146768,0.027762521,0,14.1,33,0.693147181,50.926964,6.957781,0.026545743,17.9549273,57.80613893,5.021001616,0.003231018,9.983870968
67527799,approved,I would like to here more about the \'murky legal issues involved\'.  YakYak purposefully creates the anonymity for the posters.  so isn\'t legal responsibility for posts assumed by YakYak?  I\'m sure my mistake is trying to apply common sense to a legal issue. ,1425838046,3,nj,kennj,api.nytimes.com/svc/community/v2/comments/user/id/67527799.xml,1,14351699,0,0.057601553,0.14379402,0.065217391,18.2,45,1.098612289,40.075738,-74.404162,0.045304371,19.608,75.24,3.76,0,1.086956522
47635685,approved,"Yik Yak: sounds sort of like \""icky\"" or \""yucky\"" ... no wonder it\'s often poisonous. ",1425838046,2,Beverly NJ,Susan,api.nytimes.com/svc/community/v2/comments/user/id/47635685.xml,1,14351704,0,0.415370084,0.379899504,0,8.3,15,0.693147181,40.065389,-74.919056,0.044176947,18.16713287,63.41258741,12.14685315,0.055944056,2.014084507
12372434,approved,"You might notice that my actual name, a facsimile of my appearance, and my location are above this message. They always have been. On the other hand, the vast majority of posts here are anonymous. The New York Times tries to \""police\"" their posts. This is an expense to them and an irritation to us. One result is the complete inability to hold any kind of online \""conversation\"" here.<br/><br/>I think the secret is to abolish anonymity and then let the chips fall. I have always followed the personal policy of not posting (or emailing) anything I wasn\'t willing to stand behind in person. That doesn\'t stop me from taking strong stands on some issues and it shouldn\'t stop anyone.<br/><br/>There is a myth that \""privacy\"" (whatever that is) has to be protected at all costs. I think the debate should shift to, \""What, actually, is this \'privacy\' that we\'re trying to protect and why are we protecting it?\"" Hillary is now learning that there isn\'t any such thing. Her efforts to be in control of her own communication will result in the loss of control. It\'s a lesson we will all learn to varying degrees as we thrash about trying to recreate conditions of the past in a future we don\'t comprehend.",1425838263,19,Utah,Dan Mabbutt,api.nytimes.com/svc/community/v2/comments/user/id/12372434.xml,1,14351705,0,0.082900846,0.145055825,0.062222222,35.7,220,2.944438979,39.422519,-111.714358,0.031062305,18.56925795,64.63839812,14.196702,0.007067138,24.97058824
46836930,approved,"As a former professor, my response to this nonsense would have been the following. \""It has come to my attention that a number of students have been abusing the privilege of sitting in this class by playing with an iPhone app called Yik Yak. As a result, all smart phones must be turned off and put away in a book bag, purse, whatever you have. Anyone found using a smart phone will be asked to leave. A second offense will result in an automatic F and dismissal form this class with no opportunity for any make up.\"" Boom. Problem solved.",1425838284,327,Santa Fe,Jason Shapiro,api.nytimes.com/svc/community/v2/comments/user/id/46836930.xml,1,14351711,0,0.355588001,0.310200014,0.02,25,100,5.789960171,-30.315474,-61.164508,0.017325874,21.7603556,78.33157136,24.30802499,0.038443056,23.91954023
48179013,approved,"Janaya Greene, a freshman at Ohio State wrote about racially offensive comments on Yik Yak on the Scenarios USA blog. When students of color may be feeling marginalized in a predominantly white environment, anonymous apps like Yik Yak make them feel more vulnerable, it increases a racial divide.  Janaya asks that \""Yik Yak (to) take responsibility and the necessary steps that will ensure the safety of its online community.\"" Read Janaya\'s story here: <a href=\""http://bit.ly/1F0h2TN\"" title=\""http://bit.ly/1F0h2TN\"" target=\""_blank\"">http://bit.ly/1F0h2TN</a><br/><br/><a href=\""http://bit.ly/1F0h2TN\"" title=\""http://bit.ly/1F0h2TN\"" target=\""_blank\"">http://bit.ly/1F0h2TN</a>",1425838543,2,"Brooklyn, NY",Scenarios USA,api.nytimes.com/svc/community/v2/comments/user/id/48179013.xml,1,14351712,0,0.621584226,0.581702356,0,23.6,82,0.693147181,40.650104,-73.949582,0,23.6,82,2,0,0
34296148,approved,"The real tragedy or rather horror revealed in this story is that this app and others like it, merely are a symptom and reflection of the overruling hatred that permeates our society. The degree of self-hate within so many individuals who have no self awareness of the fact that their hateful attacks directed at others are merely a reflection and projection of deep hatred within themselves. Getting rid of these apps solves nothing, the hate inside of humans will still be there, ready to pounce and attack at the first opportunity.",1425838543,2,St Paul MN,Jean Decker,api.nytimes.com/svc/community/v2/comments/user/id/34296148.xml,1,14351720,0,0.100899605,0.114305454,0.010869565,23.6,92,0.693147181,44.950404,-93.101503,0.010869565,23.6,92,2,0,0
64738986,approved,"It\'s time to make the names of people, businesses and media applications financially responsible for profiting from hate. Harming people\'s minds with hateful postings is like selling drugs without taking responsibility for the lives being ruined. Everyone hears of the words uttered by hate groups, terrorist and racist.  However,  it\'s ok if a young student creates an app to make millions from promoting hate - \""they is just funning\"". This article brings to the surface a form of Domestic Technology Terrorism (DTT).",1425838543,4,"Chesapeake Beach, Maryland",TheHowWhy,api.nytimes.com/svc/community/v2/comments/user/id/64738986.xml,1,14351721,0,0.111953536,0.154284153,0,27.5,84,1.386294361,38.68623,-76.534678,0.024249582,23.85614035,90.96491228,9.912280702,0.01754386,2.590909091
60309380,approved,Another app to record every inane thought of a generation devoid of thought.. What a waste of battery power.,1425838543,11,NYC,Whome,api.nytimes.com/svc/community/v2/comments/user/id/60309380.xml,1,14351725,0,0.097336107,0.08771132,0,8.3,19,2.397895273,40.730599,-73.986581,0.020371262,16.50451128,50.95059076,16.63372718,0.023630505,16.05172414
69122106,approved,"After reading this article I downloaded the app and purused the local yaks. Mostly dullards with challenged wit, people looking for anonymous sex and people complaining about the weather. A sort of unrefined Twitter really, without XXX photos.<br/><br/>Next.",1425838543,5,Cincinnati,B,api.nytimes.com/svc/community/v2/comments/user/id/69122106.xml,1,14351726,0,0.376130831,0.378566663,0.024390244,15.2,39,1.609437912,39.101454,-84.51246,0.027820122,18.7,68.5,2.5,0,0.181818182
31638827,approved,"It\'s not just high school or college users that are too immature for this app. Check out the comments pages on most local newspapers (the NY Times is an exception)--it\'s like exploring a sewer. There are thousands, perhaps millions, of anonymous posts expressing the worst of human nature.",1425838543,49,"Portland, OR",Martha Shelley,api.nytimes.com/svc/community/v2/comments/user/id/31638827.xml,1,14351732,0,0.152162142,0.23473056,0,19,51,3.891820298,45.520247,-122.674195,0.029949031,21.16462264,80.17059748,46.88679245,0.058962264,14.62068966
64975152,approved,"People can either ignore hateful crap, or they can be offended by every stupid thing somebody posts in an anonymous forum. This is the new world of communications. I think it\'s a much better idea for everybody to just toughen up, rather than trying to silence each new source of anonymous speech.<br/><br/>Of course, the situation is different when someone\'s revealing facts about people anonymously or making threats. But the majority of this article is discussing off-color comments that, in my opinion, we all have a duty to teach ourselves to ignore.",1425838543,6,Massachusetts,E.,api.nytimes.com/svc/community/v2/comments/user/id/64975152.xml,1,14351733,0,0.083827861,0.23854968,0.030927835,27.5,95,1.791759469,42.378877,-72.032366,0.044393435,23.68888889,97.55555556,14.77777778,0,0.346153846
45122887,approved,"Good idea.  Of course, it would decrease their admissions by at least 50%.",1425838543,4,Idaho,T.L.Moran,api.nytimes.com/svc/community/v2/comments/user/id/45122887.xml,1,14351734,0,0.002276326,0.017080513,0,10.1,13,1.386294361,43.644764,-114.015407,0.021379398,29.18261965,148.9395466,26.21662469,0.040302267,10.44736842
